Date,Open,High,Low,Close,Volume
03-06-2021,4191.43,4204.39,4167.93,4192.85,2194432214
04-06-2021,4206.05,4233.45,4206.05,4229.89,1872715862
07-06-2021,4229.34,4232.34,4215.66,4226.52,1745172301
08-06-2021,4233.81,4236.74,4208.41,4227.26,2109263760
09-06-2021,4232.99,4237.09,4218.74,4219.55,1792953976
10-06-2021,4228.56,4249.74,4220.34,4239.18,1949114428
11-06-2021,4242.9,4248.38,4232.25,4247.44,1679469973
14-06-2021,4248.31,4255.59,4234.07,4255.15,1846240506
15-06-2021,4255.28,4257.16,4238.35,4246.59,1830754386
16-06-2021,4248.87,4251.89,4202.45,4223.7,2220452064
17-06-2021,4220.37,4232.29,4196.05,4221.86,2583091087
18-06-2021,4204.78,4204.78,4164.4,4166.45,3608789593
21-06-2021,4173.4,4226.24,4173.4,4224.79,2040521589
22-06-2021,4224.61,4255.84,4217.27,4246.44,1786553582
23-06-2021,4249.27,4256.6,4241.43,4241.84,1771820909
24-06-2021,4256.97,4271.28,4256.97,4266.49,1871426376
25-06-2021,4274.45,4286.12,4271.16,4280.7,2751790926
28-06-2021,4284.9,4292.14,4274.67,4290.61,1992399601
29-06-2021,4293.21,4300.52,4287.04,4291.8,1830630923
30-06-2021,4290.65,4302.43,4287.96,4297.5,1949896699
01-07-2021,4300.73,4320.66,4300.73,4319.94,1803458464
02-07-2021,4326.6,4355.43,4326.6,4352.34,1535619737
06-07-2021,4356.46,4356.46,4314.37,4343.54,2075709900
07-07-2021,4351.01,4361.88,4329.79,4358.13,1932877201
08-07-2021,4321.07,4330.88,4289.37,4320.82,2063982824
09-07-2021,4329.38,4371.6,4329.38,4369.55,1791690914
12-07-2021,4372.41,4386.68,4364.03,4384.63,1707501002
13-07-2021,4381.07,4392.37,4366.92,4369.21,1764023047
14-07-2021,4380.11,4393.68,4362.36,4374.3,2028264492
15-07-2021,4369.02,4369.02,4340.7,4360.03,1995704829
16-07-2021,4367.43,4375.09,4322.53,4327.16,2026420335
19-07-2021,4296.4,4296.4,4233.13,4258.49,2838151098
20-07-2021,4265.11,4336.84,4262.05,4323.06,2430577637
21-07-2021,4331.13,4359.7,4331.13,4358.69,2101370626
22-07-2021,4361.27,4369.87,4350.06,4367.48,1845434194
23-07-2021,4381.2,4415.18,4381.2,4411.79,1752390418
26-07-2021,4409.58,4422.73,4405.45,4422.3,1812247096
27-07-2021,4416.38,4416.38,4372.51,4401.46,2085640391
28-07-2021,4402.95,4415.47,4387.01,4400.64,2118843918
29-07-2021,4403.59,4429.97,4403.59,4419.15,2019354788
30-07-2021,4395.12,4412.25,4389.65,4395.26,2245846882
02-08-2021,4406.86,4422.18,4384.81,4387.16,1983436641
03-08-2021,4392.74,4423.79,4373,4423.15,2174964518
04-08-2021,4415.95,4416.17,4400.23,4402.66,2331475675
05-08-2021,4408.86,4429.76,4408.86,4429.1,1960628313
06-08-2021,4429.07,4440.82,4429.07,4436.52,1838165082
09-08-2021,4437.77,4439.39,4424.74,4432.35,1716583532
10-08-2021,4435.79,4445.21,4430.03,4436.75,1916238169
11-08-2021,4442.18,4449.44,4436.42,4442.41,1871786539
12-08-2021,4446.08,4461.77,4435.96,4460.83,1628478428
13-08-2021,4464.84,4468.37,4460.82,4468,1532626658
16-08-2021,4461.65,4480.26,4437.66,4479.71,1750996492
17-08-2021,4462.12,4462.12,4417.83,4448.08,1917517410
18-08-2021,4440.94,4454.32,4397.59,4400.27,1930293587
19-08-2021,4382.44,4418.61,4367.73,4405.8,2214340942
20-08-2021,4410.56,4444.35,4406.8,4441.67,1834179903
23-08-2021,4450.29,4489.88,4450.29,4479.53,1854558750
24-08-2021,4484.4,4492.81,4482.28,4486.23,1743330697
25-08-2021,4490.45,4501.71,4485.66,4496.19,1777933554
