and	0.0020527371561015664
i	0.001995572323906333
a	0.0019158880123614618
to	0.0018951008006541043
the	0.0018933685330118244
my	0.0018344714331743112
in	0.0016317961190275743
of	0.0015573086104095427
for	0.00140486905788892
with	0.0013892786491084019
that	0.001378885043254723
have	0.0013563655639050856
me	0.0013113266052058106
from	0.0012992007317098521
is	0.0012506972377260175
but	0.00122991002601866
was	0.0012264454907341003
it	0.0012247132230918205
.	0.00105321872650612
been	0.0010203056413028038
this	0.0009960538943108866
i have	0.0009492826679693319
on	0.0009440858650424925
not	0.0009388890621156532
,	0.0009319599915465339
when	0.0009181018504082955
:	0.0008903855681318187
at	0.0008886533004895388
and i	0.0008747951593513004
about	0.0008366852712211447
years	0.0008332207359365852
as	0.0008280239330097457
has	0.0007881817772373103
had	0.0007847172419527507
or	0.0007777881713836314
he	0.0007587332273185537
be	0.0007240878744729576
i was	0.000711962000976999
time	0.0007067651980501595
am	0.0007033006627655999
do	0.0006911747892696413
we	0.0006842457187005222
in the	0.0006807811834159625
her	0.0006686553099200039
so	0.000658261704066325
out	0.0006496003658549261
she	0.0006461358305703664
i am	0.0006444035629280866
just	0.0006340099570744078
. i	0.0006340099570744078
very	0.0006236163512207291
i’m	0.0006184195482938896
